solver_id,true_archetype,strategy_naked_single,strategy_hidden_single,strategy_naked_pair,strategy_hidden_pair,strategy_naked_triple,strategy_pointing_pair,strategy_x_wing,strategy_swordfish,strategy_xy_wing,strategy_forcing_chain,strategy_guess_backtrack,strategy_pattern_overlay,count_naked_single,count_hidden_single,count_naked_pair,count_hidden_pair,count_naked_triple,count_pointing_pair,count_x_wing,count_swordfish,count_xy_wing,count_forcing_chain,count_guess_backtrack,count_pattern_overlay,avg_time_per_move,pause_frequency,thinking_time_variance,total_solving_time,total_errors,error_rate,correction_time,same_error_repeated,error_recovery_efficiency,hints_used_total,hint_dependency_ratio,hints_per_puzzle,give_up_rate,persistence_score,verification_checks,verification_rate,success_rate,avg_puzzle_difficulty,strategy_diversity,advanced_strategy_ratio,basic_strategy_ratio,total_puzzles_attempted,total_moves,session_count
1601,Backtrack_Gambler,0.2324561403508772,0.18421052631578946,0.03289473684210526,0.043859649122807015,0.02412280701754386,0.02631578947368421,0.021929824561403508,0.015350877192982455,0.039473684210526314,0.015350877192982455,0.3355263157894737,0.02850877192982456,106,84,15,20,11,12,10,7,18,7,153,13,16.648983297053388,0.03965229893014277,2.9908391371587424,7591.936383456345,89,0.19517543859649122,11.340196117927889,28,0.6853932584269663,3,0.06,0.06,0.22779213804305992,0.7331350574736129,0,0.0,0.5417202697831031,1,1.0,0.45614035087719296,0.4166666666666667,50,456,21
1602,Backtrack_Gambler,0.21585903083700442,0.20044052863436124,0.04405286343612335,0.06167400881057269,0.015418502202643172,0.015418502202643172,0.0022026431718061676,0.030837004405286344,0.013215859030837005,0.024229074889867842,0.34140969162995594,0.03524229074889868,98,91,20,28,7,7,1,14,6,11,155,16,13.202751144945905,0.11573511784006363,32.5430490734742,5994.049019805441,91,0.20044052863436124,34.990624408539986,29,0.6813186813186813,4,0.08,0.08,0.28925953291092066,0.6915251995681887,3,0.006607929515418502,0.5419437890066958,3,1.0,0.44713656387665196,0.41629955947136565,50,454,23
1603,Backtrack_Gambler,0.1839080459770115,0.21379310344827587,0.05057471264367816,0.059770114942528735,0.016091954022988506,0.027586206896551724,0.013793103448275862,0.0022988505747126436,0.016091954022988506,0.022988505747126436,0.34942528735632183,0.04367816091954023,80,93,22,26,7,12,6,1,7,10,152,19,18.60596987941299,0.4849934664581935,6.103766470019247,8093.59689754465,87,0.2,28.099242839765026,22,0.7471264367816092,6,0.12,0.12,0.36754860880176676,0.7372697795034486,5,0.011494252873563218,0.8536831774615209,2,1.0,0.4482758620689655,0.39770114942528734,50,435,28
1604,Hybrid_Bac_Sys,0.28440835266821346,0.28529002320185615,0.06958700696055684,0.056371229698375866,0.006784222737819026,0.02270533642691415,0.0027842227378190253,0.0027842227378190253,0.005568445475638051,0.0027842227378190253,0.23030626450116007,0.030626450116009278,75,90,27,29,2,12,2,2,4,2,164,22,5.138497873333135,0.5943989515060248,16.898360213502794,2214.692583406581,70,0.16241299303944315,132.78820022385952,19,0.7285714285714285,5,0.1,0.1,0.2374949071723156,0.6675674890112162,0,0.0,0.7526693912497565,1,1.0,0.4547563805104408,0.382830626450116,50,431,17
1605,Backtrack_Gambler,0.23306772908366533,0.1952191235059761,0.05179282868525897,0.04780876494023904,0.021912350597609563,0.03187250996015936,0.017928286852589643,0.017928286852589643,0.00398406374501992,0.01195219123505976,0.3207171314741036,0.045816733067729085,117,98,26,24,11,16,9,9,2,6,161,23,11.52407276965408,0.4408263242754872,45.7515802273262,5785.084530366348,85,0.1693227091633466,0.5928316307812962,15,0.8235294117647058,3,0.06,0.06,0.2856714427874282,0.6929219554910331,1,0.00199203187250996,0.7133113046165125,1,1.0,0.41832669322709165,0.42828685258964144,50,502,24
1606,Backtrack_Gambler,0.23543123543123542,0.20279720279720279,0.06293706293706294,0.07925407925407925,0.009324009324009324,0.02097902097902098,0.011655011655011656,0.002331002331002331,0.013986013986013986,0.006993006993006993,0.34032634032634035,0.013986013986013986,101,87,27,34,4,9,5,1,6,3,146,6,13.811401182557416,0.3102329934136478,14.247033789827771,5925.091107317132,77,0.1794871794871795,23.408659296495102,27,0.6493506493506493,5,0.1,0.1,0.3913065673601893,0.6725015071793368,1,0.002331002331002331,0.8097573482098462,2,1.0,0.38927738927738925,0.4382284382284382,50,429,25
1607,Hybrid_Bac_Sys,0.3226751592356688,0.24662420382165606,0.0625732484076433,0.044025477707006364,0.011643312101910828,0.020012738853503183,0.003821656050955414,0.003821656050955414,0.015286624203821656,0.014012738853503183,0.24021656050955414,0.015286624203821656,112,68,24,22,6,11,3,3,12,11,187,12,39.44988717895915,0.36280906582173156,1.1345821387513353,18580.89686128976,100,0.21231422505307856,4.306960640389896,34,0.66,4,0.08,0.08,0.2442085076570717,0.704589342171265,1,0.0021231422505307855,0.6236807784804494,2,1.0,0.4840764331210191,0.3821656050955414,50,471,27
1608,Backtrack_Gambler,0.21318681318681318,0.14945054945054945,0.046153846153846156,0.06813186813186813,0.01098901098901099,0.03076923076923077,0.006593406593406593,0.01978021978021978,0.01978021978021978,0.01978021978021978,0.3868131868131868,0.02857142857142857,97,68,21,31,5,14,3,9,9,9,176,13,28.495655489169494,0.37386367336937926,12.540449300418508,12965.52324757212,92,0.2021978021978022,13.664982139691006,28,0.6956521739130435,3,0.06,0.06,0.3290527389602551,0.7062526597776801,2,0.004395604395604396,0.8088010981831656,2,1.0,0.48131868131868133,0.3626373626373626,50,455,25
1609,Backtrack_Gambler,0.22522522522522523,0.22297297297297297,0.0472972972972973,0.04054054054054054,0.006756756756756757,0.02927927927927928,0.01126126126126126,0.024774774774774775,0.0045045045045045045,0.015765765765765764,0.34234234234234234,0.02927927927927928,100,99,21,18,3,13,5,11,2,7,152,13,25.65057489110008,0.5345468597961262,1.2349483832316466,11388.855251648436,85,0.19144144144144143,26.092550411641362,27,0.6823529411764706,3,0.06,0.06,0.3000235167075292,0.7210486349176017,4,0.009009009009009009,0.6484912634456812,2,1.0,0.42792792792792794,0.44819819819819817,50,444,32
1610,Backtrack_Gambler,0.25547445255474455,0.145985401459854,0.0705596107055961,0.04866180048661801,0.021897810218978103,0.031630170316301706,0.024330900243309004,0.0072992700729927005,0.029197080291970802,0.0170316301703163,0.32116788321167883,0.0267639902676399,105,60,29,20,9,13,10,3,12,7,132,11,3.603581983507541,0.31571594068840914,9.761119178442353,1481.0721952215993,77,0.1873479318734793,34.361995471625285,24,0.6883116883116883,7,0.14,0.14,0.3865928308403142,0.7063364545777405,2,0.004866180048661801,0.8351923811534818,2,1.0,0.4257907542579075,0.40145985401459855,50,411,22
1611,Backtrack_Gambler,0.22045454545454546,0.18409090909090908,0.05454545454545454,0.07045454545454545,0.004545454545454545,0.015909090909090907,0.013636363636363636,0.011363636363636364,0.025,0.011363636363636364,0.35909090909090907,0.029545454545454545,97,81,24,31,2,7,6,5,11,5,158,13,15.77861343254668,0.36633188469551514,12.98982549777007,6942.589910320539,78,0.17727272727272728,36.86579562241156,21,0.7307692307692307,5,0.1,0.1,0.2475487388586656,0.717425182661256,2,0.004545454545454545,0.7308514309460313,1,1.0,0.45,0.40454545454545454,50,440,23
1612,Backtrack_Gambler,0.23711340206185566,0.19175257731958764,0.07010309278350516,0.049484536082474224,0.010309278350515464,0.026804123711340205,0.018556701030927835,0.01443298969072165,0.010309278350515464,0.016494845360824743,0.32783505154639175,0.026804123711340205,115,93,34,24,5,13,9,7,5,8,159,13,17.79255793296027,0.2387281742357485,6.365235549094056,8629.390597485732,87,0.17938144329896907,53.46868287819536,30,0.6551724137931034,6,0.12,0.12,0.3394738792023749,0.7296849777297444,3,0.006185567010309278,0.7513278798801535,2,1.0,0.4144329896907217,0.4288659793814433,50,485,23
1613,Backtrack_Gambler,0.23956043956043957,0.12747252747252746,0.05054945054945055,0.05714285714285714,0.01978021978021978,0.02857142857142857,0.01098901098901099,0.02857142857142857,0.008791208791208791,0.002197802197802198,0.37142857142857144,0.054945054945054944,109,58,23,26,9,13,5,13,4,1,169,25,17.953233870647882,0.5888466602084212,5.658144008404252,8168.7214111447865,90,0.1978021978021978,89.50577080358767,29,0.6777777777777778,5,0.1,0.1,0.35663685970817993,0.6822354883976754,1,0.002197802197802198,0.7518527010574869,2,1.0,0.47692307692307695,0.367032967032967,50,455,19
1614,Backtrack_Gambler,0.23972602739726026,0.182648401826484,0.05251141552511415,0.04794520547945205,0.0136986301369863,0.02968036529680365,0.0136986301369863,0.0,0.0091324200913242,0.0182648401826484,0.3607305936073059,0.0319634703196347,105,80,23,21,6,13,6,0,4,8,158,14,26.052975751295968,0.44973992290778747,4.06936916043817,11411.203379067634,84,0.1917808219178082,41.65411779868716,34,0.5952380952380952,4,0.08,0.08,0.3582685995498801,0.6717464449581267,1,0.00228310502283105,0.8160309414215656,1,0.9166666666666666,0.4337899543378995,0.4223744292237443,50,438,18
1615,Backtrack_Gambler,0.19480519480519481,0.19696969696969696,0.03463203463203463,0.047619047619047616,0.008658008658008658,0.02813852813852814,0.015151515151515152,0.015151515151515152,0.006493506493506494,0.01948051948051948,0.4025974025974026,0.030303030303030304,90,91,16,22,4,13,7,7,3,9,186,14,25.512158866800466,0.06578515652985507,6.578479948248838,11786.617396461816,91,0.19696969696969696,54.00138004875284,23,0.7472527472527473,5,0.1,0.1,0.34860129315936395,0.7036605411973821,3,0.006493506493506494,0.8050072256910562,1,1.0,0.48917748917748916,0.3917748917748918,50,462,23
1616,Backtrack_Gambler,0.23008849557522124,0.17035398230088494,0.0420353982300885,0.024336283185840708,0.008849557522123894,0.017699115044247787,0.008849557522123894,0.017699115044247787,0.00663716814159292,0.008849557522123894,0.4225663716814159,0.0420353982300885,104,77,19,11,4,8,4,8,3,4,191,19,12.328684736253496,0.3667838182227771,14.827133498481457,5572.565500786581,87,0.19247787610619468,19.664803383308886,23,0.735632183908046,7,0.14,0.14,0.3439419831168111,0.6754813897760342,2,0.004424778761061947,0.7807130922492587,1,1.0,0.5066371681415929,0.4004424778761062,50,452,22
1617,Backtrack_Gambler,0.2157676348547718,0.1950207468879668,0.05394190871369295,0.04979253112033195,0.016597510373443983,0.022821576763485476,0.014522821576763486,0.024896265560165973,0.016597510373443983,0.01867219917012448,0.32987551867219916,0.04149377593360996,104,94,26,24,8,11,7,12,8,9,159,20,6.8411518654725665,0.29080642727309663,4.383711953394807,3297.435199157777,76,0.15767634854771784,28.25478490581967,28,0.631578947368421,5,0.1,0.1,0.30070369175314876,0.7435950517260651,4,0.008298755186721992,0.8002223412734408,2,1.0,0.4460580912863071,0.4107883817427386,50,482,25
1618,Backtrack_Gambler,0.18722466960352424,0.18061674008810572,0.06607929515418502,0.06167400881057269,0.00881057268722467,0.03524229074889868,0.02643171806167401,0.013215859030837005,0.015418502202643172,0.013215859030837005,0.34801762114537443,0.04405286343612335,85,82,30,28,4,16,12,6,7,6,158,20,30.08385244321785,0.19231727706600754,36.6679028166919,13658.069009220904,95,0.2092511013215859,4.210478791649109,31,0.6736842105263158,8,0.16,0.16,0.30949982296540446,0.669553278441427,7,0.015418502202643172,0.8786363853677338,2,1.0,0.460352422907489,0.36784140969163,50,454,35
1619,Backtrack_Gambler,0.20044543429844097,0.22494432071269488,0.051224944320712694,0.053452115812917596,0.0,0.022271714922048998,0.004454342984409799,0.004454342984409799,0.008908685968819599,0.015590200445434299,0.36525612472160357,0.04899777282850779,90,101,23,24,0,10,2,2,4,7,164,22,34.031343627309504,0.4241094812029616,0.9015541779040617,15280.073288661966,86,0.1915367483296214,6.213998467960523,21,0.7558139534883721,4,0.08,0.08,0.35038473585482743,0.7185072391724106,9,0.0200445434298441,0.7982291380544744,3,0.9166666666666666,0.44766146993318484,0.42538975501113585,50,449,21
1620,Backtrack_Gambler,0.23819301848049282,0.188911704312115,0.06570841889117043,0.04722792607802875,0.01026694045174538,0.018480492813141684,0.008213552361396304,0.01026694045174538,0.01642710472279261,0.004106776180698152,0.3613963039014374,0.030800821355236138,116,92,32,23,5,9,4,5,8,2,176,15,19.025139349731404,0.22061959940341178,7.991439424425371,9265.242863319194,94,0.19301848049281314,46.22358757340702,30,0.6808510638297872,4,0.08,0.08,0.21785369156118892,0.6927246343987709,6,0.012320328542094456,0.7131326238686007,2,1.0,0.43121149897330596,0.4271047227926078,50,487,31
1621,Backtrack_Gambler,0.26881720430107525,0.1956989247311828,0.030107526881720432,0.05161290322580645,0.0064516129032258064,0.030107526881720432,0.023655913978494623,0.021505376344086023,0.0064516129032258064,0.0064516129032258064,0.32903225806451614,0.030107526881720432,125,91,14,24,3,14,11,10,3,3,153,14,10.78413042405328,0.41524596208093406,1.520955947735424,5014.620647184775,94,0.2021505376344086,12.98023178805775,29,0.6914893617021277,8,0.16,0.16,0.3427268759469538,0.7268064581412,2,0.004301075268817204,0.7363716782890767,2,1.0,0.4172043010752688,0.4645161290322581,50,465,22
1622,Backtrack_Gambler,0.2570194384449244,0.1468682505399568,0.05399568034557235,0.04967602591792657,0.0064794816414686825,0.02159827213822894,0.02159827213822894,0.032397408207343416,0.017278617710583154,0.008639308855291577,0.3542116630669546,0.03023758099352052,119,68,25,23,3,10,10,15,8,4,164,14,5.253342345002414,0.04444134334201255,0.9492292244423437,2432.2975057361177,74,0.15982721382289417,13.630001681191445,23,0.6891891891891891,4,0.08,0.08,0.3228119936007852,0.6952832363198451,2,0.004319654427645789,0.632686202345005,2,1.0,0.46436285097192226,0.4038876889848812,50,463,27
1623,Backtrack_Gambler,0.2300194931773879,0.1617933723196881,0.050682261208576995,0.04678362573099415,0.009746588693957114,0.03313840155945419,0.017543859649122806,0.015594541910331383,0.025341130604288498,0.001949317738791423,0.36062378167641324,0.04678362573099415,118,83,26,24,5,17,9,8,13,1,185,24,4.964221417653114,0.043863489965301025,13.688304039668452,2546.6455872560477,84,0.16374269005847952,15.676672103459037,28,0.6666666666666666,7,0.14,0.14,0.2598832850476334,0.7108600057962197,7,0.01364522417153996,0.8126375573836748,1,1.0,0.4678362573099415,0.391812865497076,50,513,18
1624,Backtrack_Gambler,0.2616407982261641,0.19290465631929046,0.04434589800443459,0.050997782705099776,0.011086474501108648,0.011086474501108648,0.017738359201773836,0.0066518847006651885,0.0066518847006651885,0.015521064301552107,0.35033259423503327,0.031042128603104215,118,87,20,23,5,5,8,3,3,7,158,14,25.178834513980735,0.4641908071768165,7.449135378973844,11355.654365805312,87,0.19290465631929046,20.002079251038428,31,0.6436781609195402,5,0.1,0.1,0.325919144133799,0.6833969779236214,3,0.0066518847006651885,0.8489068636518071,2,1.0,0.4279379157427938,0.45454545454545453,50,451,17
1625,Backtrack_Gambler,0.2488479262672811,0.21889400921658986,0.06912442396313365,0.04608294930875576,0.01152073732718894,0.03225806451612903,0.018433179723502304,0.013824884792626729,0.01152073732718894,0.016129032258064516,0.2834101382488479,0.029953917050691243,108,95,30,20,5,14,8,6,5,7,123,13,17.42256434800182,0.20580677759261437,8.944247371663035,7561.39292703279,81,0.18663594470046083,20.578146468555857,26,0.6790123456790124,4,0.08,0.08,0.27388883827418614,0.6724668419458266,5,0.01152073732718894,0.5570248466732237,2,1.0,0.37327188940092165,0.46774193548387094,50,434,18
1626,Backtrack_Gambler,0.23542600896860988,0.2062780269058296,0.06726457399103139,0.053811659192825115,0.008968609865470852,0.03139013452914798,0.002242152466367713,0.01569506726457399,0.008968609865470852,0.006726457399103139,0.33183856502242154,0.03139013452914798,105,92,30,24,4,14,1,7,4,3,148,14,7.474485993508982,0.3559009399847584,24.67280361134277,3333.620753105006,80,0.17937219730941703,14.012000577871616,29,0.6375,5,0.1,0.1,0.29548588989602953,0.6831421358015791,6,0.013452914798206279,0.7821093905416373,2,1.0,0.3968609865470852,0.44170403587443946,50,446,14
1627,Backtrack_Gambler,0.2261640798226164,0.164079822616408,0.06651884700665188,0.050997782705099776,0.017738359201773836,0.028824833702882482,0.013303769401330377,0.008869179600886918,0.037694013303769404,0.013303769401330377,0.3370288248337029,0.03547671840354767,102,74,30,23,8,13,6,4,17,6,152,16,14.540825983201898,0.13952244518171203,38.11026852888026,6557.9125184240565,78,0.1729490022172949,15.172619242192487,15,0.8076923076923077,9,0.18,0.18,0.3307827952572193,0.7023615348861763,3,0.0066518847006651885,0.7109303880717305,1,1.0,0.44567627494456763,0.3902439024390244,50,451,21
1628,Backtrack_Gambler,0.2136150234741784,0.20657276995305165,0.03990610328638498,0.056338028169014086,0.02112676056338028,0.03755868544600939,0.009389671361502348,0.011737089201877934,0.004694835680751174,0.011737089201877934,0.34507042253521125,0.04225352112676056,91,88,17,24,9,16,4,5,2,5,147,18,2.3027217247008087,0.2844607847815064,23.329308479512648,980.9594547225445,72,0.16901408450704225,19.774098063663825,18,0.75,5,0.1,0.1,0.2996898147818912,0.6913484187861819,1,0.002347417840375587,0.7866869526153556,4,1.0,0.42488262910798125,0.42018779342723006,50,426,22
1629,Backtrack_Gambler,0.20484581497797358,0.15859030837004406,0.04405286343612335,0.08590308370044053,0.01762114537444934,0.05726872246696035,0.013215859030837005,0.00881057268722467,0.013215859030837005,0.006607929515418502,0.36123348017621143,0.028634361233480177,93,72,20,39,8,26,6,4,6,3,164,13,4.756326960092376,0.2487216373398962,16.502652252294965,2159.3724398819386,86,0.1894273127753304,1.2115956568453938,23,0.7325581395348837,6,0.12,0.12,0.3633671534494607,0.6946645840189452,2,0.004405286343612335,0.8976175121451337,2,1.0,0.43171806167400884,0.3634361233480176,50,454,24
1630,Backtrack_Gambler,0.2191780821917808,0.1689497716894977,0.06621004566210045,0.06164383561643835,0.01598173515981735,0.0273972602739726,0.0182648401826484,0.0182648401826484,0.02054794520547945,0.01598173515981735,0.3310502283105023,0.0365296803652968,96,74,29,27,7,12,8,8,9,7,145,16,12.042076474465171,0.26010724640843275,40.92224868424665,5274.429495815745,62,0.1415525114155251,15.121135353616262,26,0.5806451612903226,5,0.1,0.1,0.260435168080517,0.7245914044509073,4,0.0091324200913242,0.858944512021524,4,1.0,0.4406392694063927,0.3881278538812785,50,438,17
1631,Backtrack_Gambler,0.232,0.204,0.064,0.066,0.016,0.01,0.016,0.012,0.008,0.008,0.324,0.04,116,102,32,33,8,5,8,6,4,4,162,20,17.832459772157264,0.0971272616815066,34.755045456404915,8916.229886078632,105,0.21,14.049803211319961,30,0.7142857142857143,5,0.1,0.1,0.2933756642302563,0.6879831133760053,1,0.002,0.7973237212516491,2,1.0,0.408,0.436,50,500,28
1632,Backtrack_Gambler,0.2345415778251599,0.1513859275053305,0.053304904051172705,0.057569296375266525,0.017057569296375266,0.019189765458422176,0.014925373134328358,0.008528784648187633,0.008528784648187633,0.019189765458422176,0.3859275053304904,0.029850746268656716,110,71,25,27,8,9,7,4,4,9,181,14,11.24325070103601,0.08489741793722178,12.815419381225862,5273.084578785888,81,0.17270788912579957,31.799804253244123,24,0.7037037037037037,3,0.06,0.06,0.3942590911826602,0.671829563104969,2,0.0042643923240938165,0.8283219048075544,1,1.0,0.4669509594882729,0.3859275053304904,50,469,24
1633,Backtrack_Gambler,0.24887892376681614,0.1726457399103139,0.0515695067264574,0.042600896860986545,0.01569506726457399,0.026905829596412557,0.011210762331838564,0.008968609865470852,0.011210762331838564,0.008968609865470852,0.35874439461883406,0.042600896860986545,111,77,23,19,7,12,5,4,5,4,160,19,38.99407579017405,0.1935062417596328,0.3208564336801336,17391.357802417628,76,0.17040358744394618,13.125435965562598,23,0.6973684210526315,7,0.14,0.14,0.3154259572517642,0.6832062078609047,2,0.004484304932735426,0.5753220091420336,1,1.0,0.44170403587443946,0.42152466367713004,50,446,32
1634,Backtrack_Gambler,0.2074235807860262,0.1703056768558952,0.05021834061135371,0.07641921397379912,0.021834061135371178,0.026200873362445413,0.006550218340611353,0.008733624454148471,0.006550218340611353,0.006550218340611353,0.3799126637554585,0.039301310043668124,95,78,23,35,10,12,3,4,3,3,174,18,10.45951110016681,0.1793301978824869,32.09427668732968,4790.456083876399,71,0.15502183406113537,31.557712583108803,27,0.6197183098591549,5,0.1,0.1,0.34144563890278823,0.700165012633103,2,0.004366812227074236,0.5342249487565601,2,1.0,0.44759825327510916,0.3777292576419214,50,458,19
1635,Backtrack_Gambler,0.2337962962962963,0.1527777777777778,0.046296296296296294,0.06712962962962964,0.009259259259259259,0.023148148148148147,0.032407407407407406,0.016203703703703703,0.013888888888888888,0.0,0.3680555555555556,0.037037037037037035,101,66,20,29,4,10,14,7,6,0,159,16,18.153462383821278,0.5510949890738408,3.2726677302511007,7842.295749810792,82,0.18981481481481483,21.276613136199597,21,0.7439024390243902,4,0.08,0.08,0.23814960588414125,0.6870852964299027,1,0.0023148148148148147,0.8929526275627259,2,0.9166666666666666,0.4675925925925926,0.38657407407407407,50,432,23
1636,Backtrack_Gambler,0.22448979591836735,0.20634920634920634,0.05442176870748299,0.05895691609977324,0.015873015873015872,0.034013605442176874,0.013605442176870748,0.018140589569160998,0.006802721088435374,0.013605442176870748,0.3129251700680272,0.04081632653061224,99,91,24,26,7,15,6,8,3,6,138,18,24.78133267656693,0.17080639729061148,7.547065822781653,10928.567710366016,76,0.17233560090702948,60.97841588406573,26,0.6578947368421053,5,0.1,0.1,0.2715990283304388,0.6974058924803065,5,0.011337868480725623,0.6831260516118209,3,1.0,0.40589569160997735,0.4308390022675737,50,441,25
1637,Backtrack_Gambler,0.22954545454545455,0.2,0.06136363636363636,0.04772727272727273,0.006818181818181818,0.02727272727272727,0.0022727272727272726,0.0,0.006818181818181818,0.011363636363636364,0.3613636363636364,0.045454545454545456,101,88,27,21,3,12,1,0,3,5,159,20,7.96808928256011,0.6139893478958283,31.824743765030302,3505.9592843264486,85,0.19318181818181818,25.221872833654185,24,0.7176470588235294,4,0.08,0.08,0.28978882926154964,0.71723098374072,2,0.004545454545454545,0.6027464400300566,2,0.9166666666666666,0.42727272727272725,0.42954545454545456,50,440,24
1638,Backtrack_Gambler,0.21933962264150944,0.2028301886792453,0.04245283018867924,0.04716981132075472,0.01650943396226415,0.02358490566037736,0.0047169811320754715,0.01650943396226415,0.014150943396226415,0.02830188679245283,0.3561320754716981,0.02830188679245283,93,86,18,20,7,10,2,7,6,12,151,12,8.962509430430595,0.3016702613218112,2.2806906375612304,3800.1039985025723,78,0.18396226415094338,2.6312704585489457,22,0.717948717948718,4,0.08,0.08,0.20825467072622952,0.7042535167817154,0,0.0,0.7492002916428587,1,1.0,0.4481132075471698,0.4221698113207547,50,424,28
1639,Hybrid_Bac_Spe,0.3465994962216625,0.23335012594458437,0.056272040302267005,0.05778337531486146,0.006045340050377834,0.020090680100755667,0.006045340050377834,0.007556675062972292,0.007556675062972292,0.004534005037783375,0.22091687657430728,0.03324937027707808,97,75,24,25,4,8,4,5,5,3,125,22,10.047405873276494,0.3100697993368069,17.492938416187254,3988.820131690768,67,0.16876574307304787,44.26138816564345,32,0.5223880597014925,4,0.08,0.08,0.25274393734909734,0.6969813309427183,2,0.005037783375314861,0.8021384659647103,4,1.0,0.41309823677581864,0.4332493702770781,50,397,24
1640,Backtrack_Gambler,0.2281449893390192,0.16631130063965885,0.06823027718550106,0.03837953091684435,0.014925373134328358,0.042643923240938165,0.006396588486140725,0.019189765458422176,0.014925373134328358,0.019189765458422176,0.3283582089552239,0.053304904051172705,107,78,32,18,7,20,3,9,7,9,154,25,12.54995956222055,0.01569576743964556,49.86041588139965,5885.931034681438,93,0.19829424307036247,145.21771802700866,29,0.6881720430107527,4,0.08,0.08,0.3672968751029073,0.6810413841506858,3,0.006396588486140725,0.6992849557975456,1,1.0,0.44136460554371004,0.39445628997867804,50,469,23
1641,Backtrack_Gambler,0.2185430463576159,0.1456953642384106,0.0684326710816777,0.06622516556291391,0.013245033112582781,0.037527593818984545,0.008830022075055188,0.011037527593818985,0.017660044150110375,0.02869757174392936,0.3443708609271523,0.039735099337748346,99,66,31,30,6,17,4,5,8,13,156,18,20.10095200272685,0.17275327209232674,7.482130615823921,9105.731257235262,67,0.1479028697571744,31.83117056763554,18,0.7313432835820896,4,0.08,0.08,0.33791609472268624,0.7016284095523385,6,0.013245033112582781,0.7707846201165677,1,1.0,0.4503311258278146,0.36423841059602646,50,453,20
1642,Backtrack_Gambler,0.22444444444444445,0.16,0.06888888888888889,0.06,0.0,0.024444444444444446,0.013333333333333334,0.024444444444444446,0.022222222222222223,0.013333333333333334,0.34,0.04888888888888889,101,72,31,27,0,11,6,11,10,6,153,22,6.856836069751246,0.11011483012401307,9.01988793589355,3085.576231388061,93,0.20666666666666667,13.93373666908468,30,0.6774193548387096,6,0.12,0.12,0.31889019970724397,0.7287114898094703,1,0.0022222222222222222,0.7620900215513818,2,0.9166666666666666,0.4622222222222222,0.3844444444444444,50,450,28
1643,Backtrack_Gambler,0.21377672209026127,0.19477434679334918,0.052256532066508314,0.05938242280285035,0.011876484560570071,0.021377672209026127,0.011876484560570071,0.026128266033254157,0.028503562945368172,0.009501187648456057,0.34679334916864607,0.023752969121140142,90,82,22,25,5,9,5,11,12,4,146,10,22.378516527446465,0.12980953475255483,14.938165636943129,9421.35545805496,69,0.16389548693586697,76.34833049385307,15,0.782608695652174,6,0.12,0.12,0.3203586022736225,0.7104523693740028,2,0.004750593824228029,0.6482796991838415,2,1.0,0.44655581947743467,0.4085510688836104,50,421,23
1644,Backtrack_Gambler,0.22172949002217296,0.17073170731707318,0.04434589800443459,0.050997782705099776,0.015521064301552107,0.028824833702882482,0.013303769401330377,0.0066518847006651885,0.024390243902439025,0.004434589800443459,0.37472283813747226,0.04434589800443459,100,77,20,23,7,13,6,3,11,2,169,20,9.848376303077993,0.163661917207341,6.362503367965659,4441.617712688175,86,0.19068736141906872,9.995233897165061,21,0.7558139534883721,6,0.12,0.12,0.3037966315019344,0.6987870979384472,3,0.0066518847006651885,0.7055703406998477,3,1.0,0.4678492239467849,0.3924611973392461,50,451,27
1645,Backtrack_Gambler,0.24358974358974358,0.16880341880341881,0.07692307692307693,0.07051282051282051,0.010683760683760684,0.02564102564102564,0.010683760683760684,0.01282051282051282,0.008547008547008548,0.019230769230769232,0.30982905982905984,0.042735042735042736,114,79,36,33,5,12,5,6,4,9,145,20,10.43828660742472,0.06677934668475552,10.608942086735736,4885.118132274769,94,0.20085470085470086,33.73833308943625,34,0.6382978723404256,8,0.16,0.16,0.28480610747928675,0.7007021417728162,4,0.008547008547008548,0.7790398871446911,3,1.0,0.40384615384615385,0.41239316239316237,50,468,28
1646,Backtrack_Gambler,0.22371364653243847,0.174496644295302,0.06487695749440715,0.06711409395973154,0.013422818791946308,0.03355704697986577,0.015659955257270694,0.015659955257270694,0.006711409395973154,0.029082774049217,0.32662192393736017,0.029082774049217,100,78,29,30,6,15,7,7,3,13,146,13,20.647842441089065,0.1676790052195184,20.866892593429732,9229.585571166812,92,0.2058165548098434,93.80808573520083,24,0.7391304347826086,9,0.18,0.18,0.3739069991928223,0.689314358548607,3,0.006711409395973154,0.5838428231280353,1,1.0,0.4228187919463087,0.3982102908277405,50,447,35
1647,Backtrack_Gambler,0.22342733188720174,0.2017353579175705,0.0737527114967462,0.04338394793926247,0.006507592190889371,0.03470715835140998,0.019522776572668113,0.015184381778741865,0.019522776572668113,0.008676789587852495,0.31453362255965295,0.039045553145336226,103,93,34,20,3,16,9,7,9,4,145,18,8.529246442810985,0.12537207552506227,20.69070097666831,3931.982610135864,85,0.1843817787418655,3.2693900290555877,29,0.6588235294117647,5,0.1,0.1,0.2646245895818252,0.6907415284787528,2,0.004338394793926247,0.7924066176610306,2,1.0,0.4164859002169197,0.42516268980477223,50,461,25
